Blog	four	looking	second	available	here	k	music	until	example	want	feature	wrong	yourself	series	re	wasn	service	needed	project	tech	came	saying	best	men	asked	much	life	worked	things	had	possible	right	old	people	easy	google	support	happy	inside	later	time	minute	leave	team	along	love	working	following	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	drive	going	where	sites	many	photos	single	summer	being	around	traffic	world	power	favorite	mean	other	her	complete	ad	am	original	tv	th	large	small	past	hours	experience	via	company	learn	states	sense	its	always	found	really	obama	sell	also	play	plan	sometimes	cover	set	see	movie	last	whole	community	recent	person	amp	readers	couple	d	continue	anything	into	link	line	us	ago	having	send	try	video	let	great	makes	tools	next	process	high	move	doing	could	start	system	face	fact	should	hope	means	stuff	email	co	ve	android	off	less	web	five	become	announced	told	word	work	law	order	office	then	them	network	another	do	away	com	information	launched	hand	photo	night	post	months	way	update	together	cost	change	live	car	write	product	remember	still	non	half	now	year	space	shows	care	than	online	only	between	article	comes	these	media	thinking	real	read	early	using	business	lot	since	month	very	learned	family	takes	site	history	help	soon	actually	feel	beyond	event	issue	reason	put	american	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	used	user	game	some	run	step	within	similar	doesn	go	does	facebook	download	click	started	control	links	software	including	him	front	ask	times	long	need	able	based	course	written	key	problem	well	page	twitter	home	he	stories	piece	star	friends	companies	likely	even	tips	ever	never	call	tell	give	amazing	answer	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	changes	left	human	yes	yet	deal	down	daily	did	box	making	may	man	maybe	talk	nbsp	group	interesting	policy	morning	after	thing	think	first	fast	little	anyone	were	performance	especially	shot	show	behind	black	get	nearly	enough	reading	across	according	those	different	same	running	money	audience	trying	videos	again	important	chris	u	forget	public	search	published	two	share	needs	coming	through	good	everyone	house	hard	idea	members	done	least	part	believe	b	build	most	find	please	point	simple	create	fun	itself	development	spent	spend	big	bit	often	back	either	use	forward	entire	access	body	others	private	names	ll	day	text	national	taking	gone	value	almost	thought	latest	add	happens	ways	buy	minutes	special	starting	under	every	changed	would	phone	me	keep	end	over	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	amazon	report	full	however	news	been	quickly	several	social	everything	head	check	no	focus	cool	level	posts	quick	says	goes	water	today	platform	happened	name	she	turn	place	white	released	any	ideas	sure	state	review	come	case	myself	someone	week	without	when	seems	blog	there	follow	program	far	list	design	version	known	rather	short	might	number	story	kind	added	nothing	his	art	recently	attention	questions	customers	question	called	nice	users	helping	once	issues	include	app	few	women	something	six	instead	light	looks	our	york	g	july	which	who	why	local	ones	view	job	will	gets	know	press	because	getting	own	apps	made	record	below	percent	book	understand
Pharyngula	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Steve Pavlina's Personal Development Blog	0	1	0	0	1	0	2	0	0	1	0	0	1	0	2	0	0	0	0	0	2	0	2	0	0	1	3	0	0	1	0	0	0	2	1	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	4	4	2	0	0	0	0	0	0	2	0	0	4	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	4	0	0	1	1	0	0	0	1	0	1	2	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	2	1	2	0	1	0	1	0	1	0	10	1	1	0	1	4	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	2	2	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	2	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WIL WHEATON dot NET	1	1	0	0	2	0	0	4	0	10	0	1	5	1	5	3	0	1	1	0	0	0	2	0	0	7	6	1	7	9	1	2	0	4	2	1	0	1	2	3	13	1	0	0	3	1	0	0	2	1	0	25	3	6	0	0	0	0	0	0	4	3	0	6	1	10	3	0	2	0	1	3	7	5	0	3	3	2	0	8	3	1	0	10	2	0	0	0	0	4	5	5	0	0	1	0	2	2	7	0	8	0	0	3	11	0	1	0	5	6	1	9	4	0	0	3	1	0	2	5	0	0	12	0	0	7	0	1	1	4	3	3	6	4	0	3	1	0	5	3	1	1	0	1	2	1	3	1	2	0	0	16	1	10	1	0	1	0	0	1	0	7	0	0	0	3	10	1	0	6	0	1	1	0	1	1	16	1	0	6	0	2	0	0	0	2	2	0	1	4	1	0	11	0	0	2	4	8	0	2	1	0	1	3	0	0	3	4	2	1	0	6	4	1	3	0	0	1	0	1	2	0	3	4	0	0	0	3	2	0	0	0	4	3	0	2	3	3	1	0	2	7	1	0	3	11	2	0	0	0	2	14	3	4	0	1	2	0	0	0	1	1	2	0	1	3	2	0	0	0	1	0	1	0	2	2	1	2	1	0	4	0	0	0	11	0	1	2	1	1	3	2	0	5	0	3	1	3	4	0	3	1	0	2	2	11	29	1	3	0	0	0	0	1	0	13	6	1	1	0	0	0	0	1	0	3	1	2	6	0	5	3	2	0	2	0	1	1	8	12	1	0	4	1	13	1	2	0	5	1	1	8	1	1	4	0	1	1	0	2	0	1	6	2	0	2	1	1	0	0	0	0	0	3	1	1	2	5	5	1	10	0	0	3	2	2	1	0	0	0	1	4	2	1	0	1	3	2	0	2	1	3	1	0	6	0	1	0	3	0	2	1	0	0	5	3	0	0	0	0	0	4	2	0	0	0	2	0	3	0	1	1	6	2	4	2	32	2	3	1	1	1	5	2	7	0	1	2	3	2	3	6	5	0	0	3	0	0	15	0	0	0	1	2	0	2	0	0	1	0	0	3	0	0	7	0	0	1	1	1	2	1	1	3	0	2	0	0	1	1	7	2	3	5	12	1	1	15	1	0	3	1	0	7	0	0	1	0	1	4	1	0	2	1	0	2	0	0	0	0	1	2	0	0	3	0	1	0	3	0	7	0	2	1	1	3	0	0	1	5	11	2	0	2	0	1	5	1	16	0	13	2	2	0	3	1	0	0	5	1
Online Marketing Report	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0
Creating Passionate Users	0	0	0	0	1	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	2	1	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	2	0	0	0	0	2	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	5	3	0	1	0	5	1	0	1	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0
Bloggers Blog	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0
Joho the Blog	0	0	0	0	2	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	10	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	10	0	2	0	1	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3	0	2	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	1	2	10	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0
Derek Powazek	0	1	0	1	6	0	0	0	0	1	0	1	1	0	7	1	0	0	0	1	1	0	1	0	0	1	5	1	1	3	1	4	2	2	2	0	0	4	0	1	4	0	0	0	1	1	0	1	1	0	0	7	5	1	1	0	0	1	0	2	3	0	0	1	0	4	0	0	1	2	1	1	0	1	0	3	0	0	0	3	9	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	1	4	1	2	0	0	2	0	0	0	0	0	3	0	7	0	3	0	0	0	2	4	2	4	1	4	2	0	4	2	0	0	1	0	1	5	0	0	1	1	1	0	1	1	0	0	1	0	1	2	0	1	0	0	11	0	1	1	1	0	0	1	0	3	3	0	0	0	7	2	1	3	7	1	1	0	0	1	0	2	3	2	0	1	1	2	1	2	1	3	1	0	4	0	0	10	4	0	0	0	2	2	1	4	0	1	2	2	1	0	0	1	1	1	1	1	0	1	0	1	0	2	0	0	1	0	5	0	0	8	0	1	0	0	1	0	0	0	1	0	1	2	1	0	1	1	0	0	3	0	0	0	0	0	4	0	0	1	0	2	0	0	0	0	2	0	1	1	1	1	1	0	1	0	1	0	2	1	1	0	5	1	0	0	2	0	0	1	0	1	3	1	0	0	2	1	1	0	0	2	3	0	1	0	1	0	0	1	4	12	0	3	1	3	1	0	4	0	9	1	0	1	0	1	1	1	2	0	4	1	0	0	1	1	3	0	0	0	0	2	4	4	4	3	1	7	0	2	0	2	1	3	0	1	6	0	5	4	0	0	1	0	3	0	3	1	0	0	2	0	0	0	1	0	0	3	9	1	0	1	1	1	1	0	3	0	2	1	0	2	0	0	0	2	1	0	0	1	2	0	2	0	3	0	1	0	2	2	0	0	1	0	0	1	0	0	0	4	2	0	0	1	2	0	1	1	0	0	1	1	1	1	2	0	1	3	0	0	0	15	0	0	5	2	1	1	0	0	4	1	2	2	3	1	0	1	0	0	1	0	1	8	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	2	0	0	0	7	0	0	1	0	0	0	1	0	0	3	0	0	0	3	0	11	0	1	7	1	0	0	0	1	0	0	0	1	1	1	3	1	0	0	3	0	0	0	1	0	0	0	2	0	0	2	2	1	0	5	0	8	2	0	0	0	3	0	1	0	2	1	1	0	0	0	1	5	2	6	0	3	2	2	0	2	0	0	0	6	0
Jeremy Zawodny's blog	1	2	3	2	6	0	0	4	0	3	0	5	1	1	5	2	2	2	0	0	1	0	2	0	4	4	1	3	5	17	2	5	0	6	0	0	0	2	1	2	23	2	1	3	5	0	4	1	2	3	4	23	8	11	2	0	1	0	2	3	6	2	4	3	0	8	8	0	3	5	1	0	4	3	0	1	0	2	1	8	1	2	0	4	1	0	0	2	5	0	0	1	1	2	0	1	0	0	1	1	12	0	1	7	0	0	0	0	4	10	0	2	1	0	2	2	0	0	2	13	0	2	9	0	14	28	6	5	1	4	0	0	2	4	2	5	0	6	0	2	13	1	1	1	3	6	0	1	2	3	0	7	0	5	1	0	0	0	0	2	0	6	0	0	1	16	7	4	4	6	4	0	1	0	3	0	2	2	0	13	0	2	1	1	0	0	2	1	3	4	2	0	5	2	0	0	0	4	0	7	2	0	0	1	1	1	1	3	0	4	4	7	7	0	16	2	0	0	1	0	5	1	1	1	1	0	2	1	2	0	0	3	1	2	3	0	0	6	4	1	0	6	1	0	0	22	1	1	0	0	1	9	3	0	0	0	1	2	0	0	0	4	1	1	3	10	5	0	0	3	1	0	2	7	0	1	1	9	1	0	0	0	0	2	4	0	3	3	1	0	3	0	0	12	0	2	2	6	1	1	0	0	1	0	2	1	6	1	0	6	2	1	3	1	0	18	4	3	4	0	0	2	0	25	0	7	1	1	5	0	3	3	0	4	3	0	0	11	3	3	13	3	2	2	24	0	2	0	0	4	0	16	0	2	4	8	0	2	1	3	1	0	0	3	2	0	4	0	0	1	2	1	0	6	0	0	3	2	6	4	0	5	2	1	0	0	0	0	1	1	8	2	3	4	0	0	3	1	3	1	0	0	11	2	16	3	10	3	3	0	0	3	1	0	8	8	0	0	1	1	7	0	0	0	0	2	0	3	4	0	0	0	1	2	8	0	17	2	5	9	0	5	8	1	0	0	1	4	5	6	0	1	1	0	0	3	3	0	6	1	3	1	2	1	2	5	0	1	0	0	0	0	0	13	3	9	2	3	2	4	1	0	1	2	0	3	0	0	1	1	3	0	4	1	16	3	3	19	1	0	2	1	0	0	1	1	3	2	2	0	0	1	0	10	0	2	0	1	2	0	2	3	2	0	1	0	0	0	13	0	7	0	3	1	0	22	0	0	0	9	5	5	1	0	1	1	12	1	5	1	6	6	0	0	7	0	4	0	1	1
@ProBlogger	0	0	0	0	3	0	0	0	0	3	0	0	4	2	6	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	1	4	1	1	2	0	0	1	0	0	7	0	5	0	1	1	0	0	0	0	0	8	1	0	1	0	2	0	1	0	0	0	0	5	1	3	0	1	4	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	4	0	2	0	0	0	0	0	8	0	0	0	0	1	2	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	9	1	0	1	0	0	0	0	28	1	3	6	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	2	3	0	0	2	0	0	1	2	0	0	2	2	0	0	0	0	11	0	0	1	0	0	0	0	3	0	0	3	0	0	0	1	1	0	2	0	2	0	0	0	0	5	0	0	1	0	1	1	0	0	0	0	0	0	4	0	3	0	0	7	1	0	2	0	0	1	1	3	4	3	7	0	0	0	0	3	0	0	0	0	4	21	1	1	3	0	1	0	0	2	0	8	3	0	0	7	0	0	0	0	0	2	1	0	0	0	0	0	20	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	20	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	1	2	1	0	0	11	3	2	0	1	1	4	1	0	0	0	0	1	3	2	0	0	7	0	0	0	0	3	0	0	3	35	0	0	1	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	2	0	1	0	3	2	7	0	0	0	0	8	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	7	0	0	0	0	18	0	0	0	0	0	1	0	0	1	3	0	0	9	4	0	0	0	3	1	0	0	68	4	0	0	0	1	1	0	0	0	0	4	1	0	1	0	0	0	0	0	3	0	0	4	0	0	0	2	0	0	1	0	5	0	2	0	0	0	0	4	0	0	0	0	2	7	1	0	0	0	12	0	3	0	1	2	0	0	0	0	0	0	0	0
Captain's Quarters	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	2	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	1	6	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0
